response;sexe;age;profession
la prohibition actuelle favorise la circulation de produit insalubre. la loi française est totalement inefficace et arbitraire. le systeme actuelle ne lutter pas contre le trafic mais contre les consommateurs en infligeant des amendes forfaitaire. Vos loi sont jamais appliquer pour les gros trafic;Une femme;30 à 39 ans;Agriculteurs exploitants
Aucune efficacité de cette politique qui coûte des millions d'euros par an pour un pays dont la consommation augmente chaque année, au point de réussir le paradoxe d'être devenu le premier consommateur en termes d'usagers tout en étant le plus répressif à cet égard.;Un homme;30 à 39 ans;Employés
On gagnerait plus d'argent si le cannabis était légalisé, la France dépense dans une lutte inutile qui serais éradiquée avec une simple légalisation qui elle fera gagner de l'argent à la france grâce à la TVA et d'autre taxe comme celles appliquées au tabac;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Les trafics de drogues ont toujours existé et une simple amande qui vise surtout le consommateur et non le revendeur n'aura que peu de répercutions sur les réseaux surtout si l'on se rend compte que l'amande n'a pas d'effet de dissuasion envers les consommateurs.;Un homme;18 à 29 ans;Employés
Je pense que le « marché » du cannabis est trop gros, que la criminalité se tournerait vers dautres secteurs moins importants en volume et pourraient donc mieux concentrer leurs combats. Je pense que cela contribue à faire du dispositif actuel une énorme passoire.;Un homme;30 à 39 ans;Employés
Avec les réseaux sociaux, les consommateurs nont plus besoin de se déplacer, ce sont les dealers qui viennent à eux. Donc de plus en plus de dealers font leur « business » via les réseaux sociaux, ce qui est plus difficile de les attraper.;Un homme;Moins de 18 ans;Autres personnes sans activité professionnelle
Je n'ai pas l'impression que le cannabis soit quelque chose de difficile et rare à trouver sur le marché noir. Il est courant d'en voir circuler dans les soirées et j'en déduis que le trafic n'est pas tellement affecté par les dispositifs de lutte.;Une femme;30 à 39 ans;Cadres et professions intellectuelles supérieures
Darmanin ne cherche qu'à faire du chiffre. La situation est catastrophique en France et on continue la politique de l'autruche. Ce n'est pas en pénalisant le consommateur qu'on réussira à endiguer le traffic de drogues! Il est grand temps de changer son fusil d'épaule!;Une femme;40 à 49 ans;Cadres et professions intellectuelles supérieures
La politique répressive du gouvernement envoie toujours plus de jeunes en prison qui sont déjà surchargées . De plus , ce sont souvent de petits dealers qui sont arrêtés alors que les grossistes et ceux qui profitent énormément du traffic sont peu arrêtés .;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
Idem, le système de traque et de répression musclée ne sert aucun intérêt sauf celui de traiter un symptôme sans mettre le doigt sur le problème de fond. C'est une honte que nos chers dirigeants se servent d'argent public pour mener des actions inefficaces.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Le trafic est partout et les temps actuels comme les moyens mis à disposition des forces de l'ordre ne sont pas suffisants pour lutter contre la source de ce fléau. enracinée dans des endroits où ils mettent rarement les pieds sous peine d'être caillassés.;Une femme;30 à 39 ans;Artisans, commerçants et chefs d'entreprises
"Il est très facile de sen procurer mais de mauvaise qualité (citées) ce qui est dommage alors que dautres pays européens permettent davoir de la qualité 
On pourrai autoriser la culture en quantité limitée pour son propre usage personnel (comme des tomates par exemple!)";Un homme;40 à 49 ans;Cadres et professions intellectuelles supérieures
"Je ne connais pas assez les méthodes de répression pour me prononcer.
D'autan que je constate que, paramètre humain oblige, les personnes n'ayant ""le profil"" ne se font pas contrôler et celles qui l'ont, même si elle ne consomme pas, se font régulièrement arrêter.";Un homme;30 à 39 ans;Artisans, commerçants et chefs d'entreprises
Du temps et de largent perdus pour la police qui a autre chose à faire que courir derrière une plante qui nest la plus dangereuse que lalcool. Autant que létat prennent sa part en taxant la vente comme elle le fait avec le tabac.;Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
"La répression renforce le trafic en le rendant encore plus lucratif.  La ""pseudo rareté"" des stupéfiants induit par la lutte fait augmenter les prix. Les jeunes se tournent vers la délinquance pour se payer un ""moment récréatif"". La sagesse vaut mieux que la lutte...";Un homme;40 à 49 ans;Cadres et professions intellectuelles supérieures
"TANT QU IL N Y AURA PAS DE DEPENALISATION ,IL Y AURA DU TRAFICS!
SI DANS L AVENIR IL Y A DEPENALISATION ,IL FAUT AUSSI PENSE OU SE POSER LA QUESTION >QUE FERA CETTE JENEUSSE , QUI MALGRE TOUT ESSAYE DE S EN SORTIR!!";Une femme;30 à 39 ans;Employés
Les trafics sont présents sur tout le territoire et il est extrêmement facile de trouver du cannabis. Cependant celui-ci est coupé à d'autres substances, le rendant encore plus dangereux. Le manque de connaissance des jeunes sur les moyens sécurisé de consommation empire cette situation;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Je vais répondre à la question en dessous à la place. Il est évident que même si légalisé conduire sous l'emprise du cannabis devrait tout de même être un délit. On est plus ou moins sur la même toxicité, ce qui change, c'est l'addition.;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
Au lieu de pouvoir contrôler la marchandise , suivre médicalement les consommateurs, se faire de l'argent, arreter le trafic, l'Etat préfère  réprimander les consommateurs sans se remettre en question. Rendez cela légal et il n'y aura plus de trafic et j'ai pas fais HEC.;Un homme;18 à 29 ans;Employés
"Avec le dispositif actuel beaucoup d'efforts sont faits pour peu de résultats.
Dans le cadre de démantèlement de réseaux, que ce soit partiellement ou totalement, de nouveau acteurs font leur apparition. A l'image de  l'hydre de Lerne, vous ne vous appelez malheureusement pas Hercule...";Un homme;30 à 39 ans;Employés
Ce dispositif donne plutot l'impression de cautionner ce traffic en matière cannabis je parle. Il y à aujourd'hui une impression que certains ont des passes droits afin de mener leurs petits traffics. Ce dispositif n'agit en rien la où se situe réellement le traffic.;Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
Les réseaux de marché noir profitent de cet important marché et vu l'ampleur de la consommation de cannabis en France, cela alimente tout un tas d'acteurs qui profitent de cette ressource pour organiser d'autres trafics (drogues dures, nouvelles drogues liées à la sexualité, armes);Un homme;30 à 39 ans;Professions intermédiaires
La répression actuelle provoque beaucoup de sanction que je trouve parfois démesuré, cela augmente le nombre d'incarcération (sachant que les prisons sont déjà bien remplie). Il y a beaucoup de différence a faire entre le consommateur, le vendeur, ou bien le chef d'un réseau.;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
Pas du tout les trafic any sont de mieux en mieux organiser et trouvé des solution de plus en plus original. Alors que si vous legaliseriez les consommateurs se fournirons dans les établissements officiels et petit à petit il y aurez moins de dealers.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Encore une fois, les gens ne sarrêteront pas de consommer et continueront à se rendre chez leurs fournisseurs. Largent investi dans la surveillance du trafic de cannabis est à mon sens futile et pénalise plus la police dans ses missions quotidienne que les trafiquants.;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
Si la légalisation devenait effective, beaucoup de consommateurs irait dans des commerces réglementé afin d'obtenir un produit de qualité. Le chiffre d'affaire des trafiquants serait automatiquement impacté... car les commerces proposeraient un produit de qualité ce qui n'est pas toujours vrai avec les trafiquants.;Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
"La consommation de cannabis n'étant pas réglementée, sa distribution reste sauvage.

Outre le fait que ces énormes flux financiers échappent à toutes les taxes, le mode de distibution engendre de la délinquence avec un effet en cascade sur la surcharge des procédures judiciaires inefficaces.";Un homme;40 à 49 ans;Cadres et professions intellectuelles supérieures
Non, les trafics  sont entretenus en échange dune relative paix sociale contrairement à ce qui est médiatisé les quartiers de distribution sont aussi sûrs que dautres. Les dealers y sont généralement aux petits soins avec les habitants. Le reste relève généralement du fait divers.;Un homme;40 à 49 ans;Professions intermédiaires
